Біграмма;Частота;Вірогідність;
ещ;409;0.0009082026912999067;
ущ;198;0.0004396678065461651;
ов;4562;0.010130123906381844;
ег;2067;0.004589865435004663;
фа;78;0.000173202469245459;
фо;101;0.00022427499222809434;
до;2415;0.005362614913176711;
ав;2185;0.004851889683350358;
ки;1343;0.002982191233290403;
вн;763;0.0016942754363369898;
ад;1393;0.0030932184571656972;
ом;3316;0.0073633254874095125;
дс;541;0.0012013145623306835;
ко;4245;0.00942621130701248;
йп;351;0.0007794111116045655;
оч;1232;0.00273571079628725;
во;3550;0.00788293289514589;
йс;660;0.0014655593551538837;
ет;3047;0.0067659990229604295;
ии;1016;0.0022560731891459788;
ок;1404;0.003117644446418262;
еа;130;0.000288670782075765;
нс;595;0.0013212239641160013;
хп;203;0.00045077052893369456;
ох;261;0.0005795621086290358;
бы;1880;0.0041746236177110626;
же;2198;0.004880756761557934;
ых;789;0.0017520095927521428;
ма;1334;0.0029622063329928497;
за;2424;0.005382599813474264;
пи;408;0.0009059821468224009;
се;1995;0.00442998623262424;
ме;1981;0.004398898609939157;
ще;838;0.0018608162721499312;
яв;765;0.0016987165252920016;
ил;2385;0.005295998578851534;
ас;2682;0.0059555002886707824;
ьк;823;0.0018275081049873429;
он;4499;0.009990229604298973;
вч;87;0.00019318736954301196;
ку;778;0.0017275836034995782;
рс;295;0.000655060620864236;
ир;785;0.0017431274148421193;
иб;755;0.0016765110805169428;
чи;795;0.001765332859617178;
сл;1557;0.0034573877514766623;
ео;838;0.0018608162721499312;
мн;1146;0.0025447439712217436;
ус;877;0.0019474175067726606;
ыа;27;5.995470089265888e-05;
дл;473;0.0010503175378602833;
яд;459;0.001019229915175201;
ьн;1317;0.0029244570768752498;
их;977;0.002169471954523249;
пу;386;0.0008571301683172714;
ше;1090;0.002420393480481414;
ви;1454;0.003228671670293556;
лу;818;0.0018164053825998135;
жи;652;0.0014477949993338367;
зв;444;0.0009859217480126126;
ша;325;0.0007216769551894125;
яс;787;0.001747568503797131;
ьж;38;8.43806901452236e-05;
ез;889;0.001974064040502731;
хд;177;0.00039303637251854155;
вс;1624;0.0036061642314695564;
ее;1131;0.0025114358040591554;
сн;581;0.0012901363414309188;
ос;4195;0.009315184083137185;
вя;190;0.00042190345072611805;
нн;1899;0.004216813962783675;
ая;917;0.002036239285872896;
сс;483;0.0010725229826353423;
кр;910;0.002020695474530355;
ье;482;0.0010703024381578364;
об;2930;0.0065061953190922416;
уж;779;0.001729804147977084;
ащ;122;0.0002709064262557179;
ьл;98;0.00021761335879557668;
сп;881;0.001956299684682684;
тя;318;0.0007061331438468712;
гд;550;0.0012212994626282364;
ьч;234;0.0005196074077363769;
ик;1569;0.003484034285206733;
ча;1026;0.0022782786339210375;
лл;389;0.0008637918017497891;
юб;281;0.0006239729981791536;
вг;144;0.00031975840476084735;
ля;797;0.0017697739485721899;
ды;243;0.0005395923080339299;
ть;3674;0.008158280410356619;
аю;385;0.0008549096238397655;
щи;369;0.0008193809121996714;
йм;303;0.000672824976684283;
ум;773;0.0017164808811120486;
пр;3545;0.00787183017275836;
яб;244;0.0005418128525114358;
жа;562;0.0012479459963583071;
оо;1068;0.0023715415019762848;
ве;2527;0.00561131589465737;
оп;1752;0.0038903939245903095;
ыс;698;0.0015499400452991074;
ис;2543;0.005646844606297464;
ьв;561;0.0012457254518808013;
лж;226;0.0005018430519163299;
ях;174;0.0003863747390860239;
им;1878;0.004170182528756051;
рг;106;0.00023537771461562375;
ри;2308;0.005125016654083581;
уо;263;0.0005840031975840476;
рт;381;0.000846027445929742;
гт;27;5.995470089265888e-05;
уп;1647;0.0036572367544521916;
ду;1002;0.002224985566460896;
ощ;97;0.00021539281431807078;
бл;531;0.0011791091175556245;
та;2891;0.006419594084469512;
мп;591;0.0013123417862059778;
ое;1395;0.003097659546120709;
аш;343;0.0007616467557845183;
мг;109;0.0002420393480481414;
мв;376;0.0008349247235422126;
тр;1383;0.003071013012390638;
йт;302;0.0006706044322067771;
яч;317;0.0007039125993693653;
ид;1135;0.002520317981969179;
ол;3199;0.0071035217835413245;
нт;570;0.0012657103521783542;
сж;53;0.00011768885730781187;
тн;948;0.0021050761646755783;
бщ;168;0.0003730514722209886;
ре;3431;0.00761868810232269;
еб;1064;0.002362659324066261;
ба;769;0.001707598703202025;
вд;340;0.0007549851223520007;
нь;575;0.0012768130745658835;
юм;83;0.0001843051916329884;
ке;306;0.0006794866101168006;
тс;977;0.002169471954523249;
йз;76;0.0001687613802904472;
ах;524;0.0011635653062130834;
ый;790;0.0017542301372296487;
ех;307;0.0006817071545943066;
эт;1358;0.003015499400452991;
аж;641;0.0014233690100812718;
йк;325;0.0007216769551894125;
чн;530;0.0011768885730781187;
ня;591;0.0013123417862059778;
чо;28;6.217524537016476e-05;
кн;452;0.0010036861038326599;
еш;456;0.0010125682817426834;
вк;342;0.0007594262113070125;
ак;2784;0.006181995825376383;
ср;200;0.00044410889550117687;
шн;156;0.000346404938490918;
ли;3891;0.008640138561975397;
мк;320;0.000710574232801883;
ун;524;0.0011635653062130834;
яп;472;0.0010480969933827774;
аг;510;0.0011324776835280011;
со;1767;0.003923702091752898;
вр;523;0.0011613447617355775;
рн;463;0.0010281120930852245;
аи;596;0.0013234445085935072;
ыл;982;0.0021805746769107785;
еп;1455;0.003230892214771062;
хо;1098;0.002438157836301461;
тд;193;0.0004285650841586357;
уш;258;0.0005729004751965182;
ьб;229;0.0005085046853488476;
уг;520;0.00115468312830306;
дв;527;0.001170226939645601;
шь;215;0.0004774170626637652;
вт;420;0.0009326286805524715;
иг;449;0.000997024470400142;
вп;413;0.0009170848692099302;
св;1022;0.002269396456011014;
ои;1021;0.002267175911533508;
ож;1383;0.003071013012390638;
ие;1573;0.0034929164631167563;
мэ;91;0.0002020695474530355;
му;1314;0.002917795443442732;
зм;290;0.0006439578984767065;
ьс;1233;0.0027379313407647557;
вб;108;0.00023981880357063553;
нб;177;0.00039303637251854155;
жч;18;3.996980059510592e-05;
ой;1829;0.004061375849358262;
йх;23;5.107252298263534e-05;
дт;133;0.0002953324155082826;
ян;897;0.001991828396322778;
ут;862;0.0019141093396100725;
мч;215;0.0004774170626637652;
вз;282;0.0006261935426566594;
гл;576;0.0012790336190433894;
иж;194;0.00043078562863614156;
дя;153;0.0003397433050584003;
ек;1103;0.0024492605586889904;
рх;56;0.00012435049074032952;
уб;377;0.0008371452680197185;
оя;527;0.001170226939645601;
вш;408;0.0009059821468224009;
ря;441;0.000979260114580095;
мо;2230;0.004951814184838122;
са;596;0.0013234445085935072;
ыб;206;0.0004574321623662122;
кж;87;0.00019318736954301196;
ао;600;0.0013323266865035307;
дб;66;0.00014655593551538836;
гу;219;0.0004862992405737887;
ые;768;0.0017053781587245192;
че;2022;0.004489940933516899;
бр;497;0.0011036106053204245;
ио;945;0.0020984145312430607;
тт;195;0.0004330061731136475;
ял;469;0.0010414353599502598;
аз;1774;0.003939245903095439;
аа;82;0.00018208464715548252;
тк;390;0.000866012346227295;
ев;1557;0.0034573877514766623;
ыр;173;0.000384154194608518;
сь;1273;0.0028267531198649908;
сю;72;0.00015987920238042368;
ук;535;0.0011879912954656483;
ши;781;0.0017342452369320958;
мт;175;0.0003885952835635298;
иц;375;0.0008327041790647066;
лв;255;0.0005662388417640006;
бе;919;0.002040680374827908;
зу;210;0.00046631434027623574;
йч;249;0.0005529155748989652;
еч;872;0.0019363147843851312;
нп;305;0.0006772660656392947;
лн;399;0.0008859972465248479;
су;689;0.0015299551450015543;
ур;284;0.0006306346316116712;
ап;1007;0.0022360882888484254;
мя;315;0.0006994715104143536;
ща;206;0.0004574321623662122;
нв;255;0.0005662388417640006;
га;577;0.0012812541635208953;
як;393;0.0008726739796598126;
ск;1792;0.0039792157036905446;
ьр;97;0.00021539281431807078;
еи;551;0.0012235200071057423;
оц;99;0.00021983390327308256;
иа;206;0.0004574321623662122;
юд;232;0.0005151663187813652;
ьм;449;0.000997024470400142;
ьз;229;0.0005085046853488476;
ци;454;0.0010081271927876716;
еж;557;0.0012368432739707775;
йо;245;0.0005440333969889417;
ея;192;0.0004263445396811298;
вл;533;0.0011835502065106365;
сф;18;3.996980059510592e-05;
сы;158;0.00035084602744592973;
рь;328;0.0007283385886219301;
аб;579;0.001285695252475907;
бс;166;0.0003686103832659768;
лч;209;0.00046409379579872987;
хм;77;0.00017098192476795311;
шо;102;0.00022649553670560022;
лб;135;0.0002997735044632944;
ыт;428;0.0009503930363725185;
лд;126;0.0002797886041657414;
ае;809;0.0017964204823022606;
шт;77;0.00017098192476795311;
ну;1071;0.0023782031354088024;
кс;297;0.0006595017098192477;
оу;375;0.0008327041790647066;
жд;457;0.0010147888262201892;
ию;241;0.0005351512190789182;
вв;194;0.00043078562863614156;
ту;638;0.0014167073766487542;
хш;19;4.21903450726118e-05;
вэ;146;0.0003241994937158591;
йн;442;0.0009814806590576009;
ры;634;0.0014078251987387307;
уч;687;0.0015255140560465426;
йд;330;0.0007327796775769418;
бя;281;0.0006239729981791536;
ьп;417;0.0009259670471199539;
яи;373;0.0008282630901096949;
хж;40;8.882177910023537e-05;
мс;524;0.0011635653062130834;
кл;394;0.0008748945241373185;
ий;516;0.0011458009503930364;
ац;214;0.00047519651818625925;
йб;133;0.0002953324155082826;
кв;260;0.00057734156415153;
лп;226;0.0005018430519163299;
це;437;0.0009703779366700715;
оф;105;0.00023315717013811787;
ьц;63;0.0001398943020828707;
ьт;274;0.0006084291868366123;
иш;309;0.0006861482435493183;
ру;1201;0.002666873917484567;
пн;106;0.00023537771461562375;
мш;30;6.661633432517654e-05;
ып;334;0.0007416618554869654;
жн;653;0.0014500155438113426;
йв;303;0.000672824976684283;
уи;269;0.000597326464449083;
пл;357;0.0007927343784696007;
хб;95;0.00021095172536305903;
тч;180;0.0003996980059510592;
ью;221;0.0004907403295288004;
ух;143;0.0003175378602833415;
бх;66;0.00014655593551538836;
лю;568;0.0012612692632233424;
сд;238;0.0005284895856464004;
ха;297;0.0006595017098192477;
ги;467;0.001036994270995248;
ям;372;0.000826042545632189;
вм;136;0.0003019940489408003;
вж;24;5.3293067460141226e-05;
ют;245;0.0005440333969889417;
йи;334;0.0007416618554869654;
ьо;381;0.000846027445929742;
мф;45;9.99245014877648e-05;
хт;71;0.0001576586579029178;
зк;100;0.00022205444775058844;
нц;148;0.0003286405826708709;
ыг;115;0.0002553626149131767;
ыш;184;0.00040858018386108274;
хв;200;0.00044410889550117687;
лы;231;0.0005129457743038593;
кк;199;0.000441888351023671;
ач;773;0.0017164808811120486;
йш;98;0.00021761335879557668;
иэ;146;0.0003241994937158591;
дн;983;0.0021827952213882844;
йл;359;0.0007971754674246125;
ув;548;0.0012168583736732247;
хи;276;0.0006128702757916241;
рп;130;0.000288670782075765;
хр;90;0.0001998490029755296;
яо;376;0.0008349247235422126;
тл;558;0.0012390638184482834;
нд;263;0.0005840031975840476;
ья;197;0.00043744726206865924;
яэ;114;0.00025314207043567084;
гр;318;0.0007061331438468712;
оа;82;0.00018208464715548252;
жо;84;0.0001865257361104943;
сэ;122;0.0002709064262557179;
ык;187;0.00041524181729360037;
см;451;0.001001465559355154;
чь;107;0.00023759825909312963;
уе;193;0.0004285650841586357;
шл;231;0.0005129457743038593;
ьи;406;0.0009015410578673891;
ге;138;0.00030643513789581204;
ыж;32;7.10574232801883e-05;
цу;76;0.0001687613802904472;
бу;682;0.0015144113336590132;
дь;314;0.0006972509659368477;
ху;74;0.00016432029133543546;
вф;62;0.00013767375760536483;
иу;282;0.0006261935426566594;
мр;117;0.00025980370386818847;
хг;63;0.0001398943020828707;
лт;120;0.00026646533730070616;
ош;394;0.0008748945241373185;
йр;121;0.00026868588177821203;
эл;73;0.00016209974685792955;
бъ;79;0.00017542301372296487;
иф;160;0.0003552871164009415;
юж;44;9.770395701025892e-05;
зр;199;0.000441888351023671;
ющ;187;0.00041524181729360037;
ищ;67;0.00014877647999289427;
ца;332;0.0007372207665319536;
мд;213;0.0004729759737087534;
цы;57;0.00012657103521783542;
ыо;183;0.00040635963938357686;
ьд;319;0.0007083536883243771;
тп;336;0.0007461029444419772;
тм;119;0.0002642447928232002;
чу;223;0.0004951814184838122;
юн;128;0.0002842296931207532;
рм;160;0.0003552871164009415;
кп;185;0.0004108007283385886;
уа;90;0.0001998490029755296;
мм;230;0.0005107252298263534;
яз;292;0.0006483989874317182;
йэ;44;9.770395701025892e-05;
йж;91;0.0002020695474530355;
ьу;125;0.00027756805968823554;
зч;13;2.8867078207576496e-05;
жр;5;1.1102722387529421e-05;
ую;488;0.0010836257050228716;
уй;40;8.882177910023537e-05;
чк;104;0.00023093662566061197;
ец;212;0.0004707554292312475;
юс;193;0.0004285650841586357;
ул;497;0.0011036106053204245;
лм;96;0.0002131722698405649;
лф;34;7.549851223520007e-05;
лш;12;2.6646533730070613e-05;
лэ;50;0.00011102722387529422;
зг;185;0.0004108007283385886;
пы;150;0.00033308167162588267;
яр;162;0.0003597282053559533;
мб;183;0.00040635963938357686;
кч;62;0.00013767375760536483;
уэ;200;0.00044410889550117687;
сх;94;0.00020873118088555315;
юч;145;0.00032197894923835323;
кд;96;0.0002131722698405649;
аф;102;0.00022649553670560022;
дк;150;0.00033308167162588267;
бн;207;0.00045965270684371806;
нз;97;0.00021539281431807078;
хн;147;0.00032642003819336504;
зя;127;0.00028200914864324735;
ыу;78;0.000173202469245459;
зш;6;1.3323266865035306e-05;
кц;127;0.00028200914864324735;
ъя;79;0.00017542301372296487;
зз;34;7.549851223520007e-05;
аэ;178;0.0003952569169960474;
зб;115;0.0002553626149131767;
хф;24;5.3293067460141226e-05;
цт;6;1.3323266865035306e-05;
нч;149;0.0003308611271483768;
зы;156;0.000346404938490918;
яж;191;0.00042412399520362393;
юш;16;3.552871164009415e-05;
ею;92;0.00020429009193054137;
ящ;144;0.00031975840476084735;
зф;14;3.108762268508238e-05;
ьг;153;0.0003397433050584003;
яц;61;0.00013545321312785895;
тц;85;0.00018874628058800018;
нр;105;0.00023315717013811787;
цк;10;2.2205444775058843e-05;
йу;127;0.00028200914864324735;
хэ;48;0.00010658613492028245;
вь;68;0.00015099702447040014;
йа;54;0.00011990940178531776;
хк;137;0.00030421459341830616;
хл;111;0.00024648043700315316;
ьф;119;0.0002642447928232002;
цр;5;1.1102722387529421e-05;
мь;95;0.00021095172536305903;
кг;36;7.993960119021184e-05;
лз;73;0.00016209974685792955;
дч;43;9.548341253275303e-05;
эд;34;7.549851223520007e-05;
рд;232;0.0005151663187813652;
йф;82;0.00018208464715548252;
сш;47;0.00010436559044277657;
цо;117;0.00025980370386818847;
мю;5;1.1102722387529421e-05;
ьш;327;0.0007261180441444242;
хз;56;0.00012435049074032952;
бб;9;1.998490029755296e-05;
цд;9;1.998490029755296e-05;
ын;328;0.0007283385886219301;
юи;79;0.00017542301372296487;
юг;31;6.883687880268242e-05;
ыч;136;0.0003019940489408003;
гк;71;0.0001576586579029178;
яе;227;0.0005040635963938358;
оэ;208;0.00046187325132122394;
мз;89;0.0001976284584980237;
уз;193;0.0004285650841586357;
гн;108;0.00023981880357063553;
хю;2;4.441088955011769e-06;
гп;33;7.327796775769418e-05;
фу;32;7.10574232801883e-05;
цм;7;1.554381134254119e-05;
рж;295;0.000655060620864236;
хе;73;0.00016209974685792955;
лр;47;0.00010436559044277657;
юл;21;4.6631434027623576e-05;
ыэ;39;8.66012346227295e-05;
дц;167;0.0003708309277434827;
рю;44;9.770395701025892e-05;
пю;2;4.441088955011769e-06;
чд;94;0.00020873118088555315;
сз;27;5.995470089265888e-05;
юп;114;0.00025314207043567084;
сг;36;7.993960119021184e-05;
нг;81;0.00017986410267797665;
юр;193;0.0004285650841586357;
зи;236;0.0005240484966913887;
зп;60;0.00013323266865035308;
лг;120;0.00026646533730070616;
дп;196;0.00043522671759115337;
юх;8;1.7764355820047076e-05;
вц;29;6.439578984767065e-05;
бэ;51;0.00011324776835280011;
цн;16;3.552871164009415e-05;
мж;55;0.00012212994626282364;
мх;24;5.3293067460141226e-05;
юо;107;0.00023759825909312963;
жк;46;0.00010214504596527068;
сб;128;0.0002842296931207532;
дю;14;3.108762268508238e-05;
мл;107;0.00023759825909312963;
цв;50;0.00011102722387529422;
тъ;6;1.3323266865035306e-05;
эв;27;5.995470089265888e-05;
юк;106;0.00023537771461562375;
ъю;5;1.1102722387529421e-05;
эк;30;6.661633432517654e-05;
вю;5;1.1102722387529421e-05;
жэ;5;1.1102722387529421e-05;
шу;107;0.00023759825909312963;
дз;61;0.00013545321312785895;
ню;61;0.00013545321312785895;
юа;19;4.21903450726118e-05;
ыф;18;3.996980059510592e-05;
уу;73;0.00016209974685792955;
бк;39;8.66012346227295e-05;
рз;39;8.66012346227295e-05;
уя;62;0.00013767375760536483;
кз;53;0.00011768885730781187;
гм;17;3.7749256117600036e-05;
кя;25;5.551361193764711e-05;
кэ;93;0.00020651063640804725;
ыи;169;0.0003752720166984945;
ыз;92;0.00020429009193054137;
ыя;39;8.66012346227295e-05;
км;104;0.00023093662566061197;
йе;78;0.000173202469245459;
нэ;30;6.661633432517654e-05;
тф;15;3.330816716258827e-05;
тю;121;0.00026868588177821203;
шк;162;0.0003597282053559533;
тб;125;0.00027756805968823554;
ьа;46;0.00010214504596527068;
чш;69;0.00015321756894790602;
дд;86;0.00019096682506550606;
яа;43;9.548341253275303e-05;
юю;13;2.8867078207576496e-05;
пт;30;6.661633432517654e-05;
тз;77;0.00017098192476795311;
яш;18;3.996980059510592e-05;
йг;84;0.0001865257361104943;
йц;27;5.995470089265888e-05;
щн;41;9.104232357774126e-05;
тж;44;9.770395701025892e-05;
дм;44;9.770395701025892e-05;
зь;51;0.00011324776835280011;
нж;17;3.7749256117600036e-05;
лц;5;1.1102722387529421e-05;
ыд;173;0.000384154194608518;
ъе;45;9.99245014877648e-05;
рч;66;0.00014655593551538836;
гв;29;6.439578984767065e-05;
йщ;11;2.442598925256473e-05;
цс;22;4.885197850512946e-05;
жу;106;0.00023537771461562375;
кш;13;2.8867078207576496e-05;
нх;173;0.000384154194608518;
яу;149;0.0003308611271483768;
юз;33;7.327796775769418e-05;
кф;20;4.4410889550117686e-05;
рб;76;0.0001687613802904472;
еэ;180;0.0003996980059510592;
яя;74;0.00016432029133543546;
юу;20;4.4410889550117686e-05;
яю;47;0.00010436559044277657;
пп;13;2.8867078207576496e-05;
бь;14;3.108762268508238e-05;
рл;43;9.548341253275303e-05;
юф;16;3.552871164009415e-05;
пч;3;6.661633432517653e-06;
ою;140;0.00031087622685082385;
дш;32;7.10574232801883e-05;
дх;33;7.327796775769418e-05;
зт;35;7.771905671270596e-05;
рр;39;8.66012346227295e-05;
щу;52;0.00011546831283030598;
кб;104;0.00023093662566061197;
эм;35;7.771905671270596e-05;
зл;115;0.0002553626149131767;
тэ;63;0.0001398943020828707;
фф;8;1.7764355820047076e-05;
рш;74;0.00016432029133543546;
бд;22;4.885197850512946e-05;
зж;20;4.4410889550117686e-05;
нм;70;0.00015543811342541192;
уф;26;5.773415641515299e-05;
бф;1;2.2205444775058845e-06;
цл;1;2.2205444775058845e-06;
цэ;7;1.554381134254119e-05;
ыщ;17;3.7749256117600036e-05;
йю;6;1.3323266865035306e-05;
тг;43;9.548341253275303e-05;
вх;25;5.551361193764711e-05;
лх;12;2.6646533730070613e-05;
яй;20;4.4410889550117686e-05;
шс;3;6.661633432517653e-06;
ьх;50;0.00011102722387529422;
жя;2;4.441088955011769e-06;
еф;70;0.00015543811342541192;
тх;9;1.998490029755296e-05;
вщ;3;6.661633432517653e-06;
ьэ;118;0.00026202424834569435;
гч;22;4.885197850512946e-05;
зс;82;0.00018208464715548252;
жс;23;5.107252298263534e-05;
жт;14;3.108762268508238e-05;
жб;20;4.4410889550117686e-05;
дф;9;1.998490029755296e-05;
бв;81;0.00017986410267797665;
йя;25;5.551361193764711e-05;
хч;39;8.66012346227295e-05;
гс;40;8.882177910023537e-05;
фе;49;0.00010880667939778834;
гб;39;8.66012346227295e-05;
юя;14;3.108762268508238e-05;
гз;10;2.2205444775058843e-05;
тш;16;3.552871164009415e-05;
бм;21;4.6631434027623576e-05;
юй;24;5.3293067460141226e-05;
пк;47;0.00010436559044277657;
эр;162;0.0003597282053559533;
рц;10;2.2205444775058843e-05;
юв;108;0.00023981880357063553;
бп;3;6.661633432517653e-06;
нщ;47;0.00010436559044277657;
нъ;6;1.3323266865035306e-05;
пс;66;0.00014655593551538836;
нл;26;5.773415641515299e-05;
сц;21;4.6631434027623576e-05;
бз;4;8.882177910023538e-06;
дг;11;2.442598925256473e-05;
нф;16;3.552871164009415e-05;
гг;6;1.3323266865035306e-05;
кх;24;5.3293067460141226e-05;
чв;9;1.998490029755296e-05;
чр;18;3.996980059510592e-05;
ьщ;5;1.1102722387529421e-05;
жь;12;2.6646533730070613e-05;
жм;3;6.661633432517653e-06;
юе;39;8.66012346227295e-05;
юэ;17;3.7749256117600036e-05;
хц;6;1.3323266865035306e-05;
бж;10;2.2205444775058843e-05;
фз;1;2.2205444775058845e-06;
цф;2;4.441088955011769e-06;
цб;10;2.2205444775058843e-05;
гф;3;6.661633432517653e-06;
чс;2;4.441088955011769e-06;
эп;3;6.661633432517653e-06;
жв;17;3.7749256117600036e-05;
цп;19;4.21903450726118e-05;
чл;29;6.439578984767065e-05;
зъ;10;2.2205444775058843e-05;
эй;345;0.0007660878447395301;
зю;1;2.2205444775058845e-06;
зц;3;6.661633432517653e-06;
шм;10;2.2205444775058843e-05;
пь;13;2.8867078207576496e-05;
фл;6;1.3323266865035306e-05;
бч;4;8.882177910023538e-06;
жп;12;2.6646533730070613e-05;
хх;14;3.108762268508238e-05;
чп;5;1.1102722387529421e-05;
хя;16;3.552871164009415e-05;
бш;8;1.7764355820047076e-05;
щь;28;6.217524537016476e-05;
уц;6;1.3323266865035306e-05;
тщ;24;5.3293067460141226e-05;
гя;1;2.2205444775058845e-06;
съ;8;1.7764355820047076e-05;
эг;4;8.882177910023538e-06;
зэ;15;3.330816716258827e-05;
бю;7;1.554381134254119e-05;
дъ;10;2.2205444775058843e-05;
юц;6;1.3323266865035306e-05;
шю;1;2.2205444775058845e-06;
фт;9;1.998490029755296e-05;
пш;4;8.882177910023538e-06;
эф;7;1.554381134254119e-05;
шд;6;1.3323266865035306e-05;
жж;3;6.661633432517653e-06;
фч;2;4.441088955011769e-06;
пд;2;4.441088955011769e-06;
ыц;4;8.882177910023538e-06;
чм;2;4.441088955011769e-06;
фв;3;6.661633432517653e-06;
цч;4;8.882177910023538e-06;
гэ;4;8.882177910023538e-06;
жл;4;8.882177910023538e-06;
нш;4;8.882177910023538e-06;
цг;4;8.882177910023538e-06;
жз;3;6.661633432517653e-06;
ця;5;1.1102722387529421e-05;
эс;4;8.882177910023538e-06;
чч;1;2.2205444775058845e-06;
цщ;1;2.2205444775058845e-06;
фы;2;4.441088955011769e-06;
зх;2;4.441088955011769e-06;
рщ;2;4.441088955011769e-06;
пм;2;4.441088955011769e-06;
чб;2;4.441088955011769e-06;
цх;2;4.441088955011769e-06;
бт;4;8.882177910023538e-06;
шп;3;6.661633432517653e-06;
хщ;1;2.2205444775058845e-06;
шв;3;6.661633432517653e-06;
фс;5;1.1102722387529421e-05;
кю;8;1.7764355820047076e-05;
гш;2;4.441088955011769e-06;
цз;3;6.661633432517653e-06;
пв;1;2.2205444775058845e-06;
чз;1;2.2205444775058845e-06;
чя;1;2.2205444775058845e-06;
цж;1;2.2205444775058845e-06;
фь;1;2.2205444775058845e-06;
мц;6;1.3323266865035306e-05;
гь;2;4.441088955011769e-06;
цш;1;2.2205444775058845e-06;
цц;1;2.2205444775058845e-06;
пщ;2;4.441088955011769e-06;
хъ;1;2.2205444775058845e-06;
фд;2;4.441088955011769e-06;
мщ;4;8.882177910023538e-06;
фп;3;6.661633432517653e-06;
пц;1;2.2205444775058845e-06;
лщ;2;4.441088955011769e-06;
гц;1;2.2205444775058845e-06;
щр;1;2.2205444775058845e-06;
чг;1;2.2205444775058845e-06;
шц;1;2.2205444775058845e-06;
