Біграмма;Частота;Вірогідність;
мм;459;0.0005096149575876005;
мы;1034;0.0011480214948705423;
ыи;340;0.00037749256117600036;
оп;3573;0.003967002709064263;
по;8881;0.009860327752364879;
не;10799;0.011989829906293024;
еу;697;0.0007738597504108008;
уз;391;0.0004341164453524004;
лф;60;6.661633432517654e-05;
кт;867;0.0009626060309988009;
ещ;818;0.0009082026912999067;
ще;1670;0.0018541546387174136;
су;1369;0.0015199626948527779;
ущ;389;0.00043189590087489455;
во;6947;0.00771306124261669;
ег;4112;0.0045654394457520986;
гр;658;0.000730559133099436;
аф;186;0.00020651063640804725;
фа;146;0.00016209974685792955;
еф;157;0.00017431274148421193;
фо;195;0.00021650308655682374;
ос;8367;0.009289647821645867;
ав;4455;0.0049462628236443575;
вк;729;0.0008093884620508949;
ки;2622;0.0029111338100102145;
вн;1495;0.0016598569969356485;
ом;6617;0.007346671403828219;
мг;195;0.00021650308655682374;
дс;1101;0.0012224097348669893;
ск;3616;0.0040147444153306395;
ко;8444;0.009375138784029844;
ой;3699;0.0041068970111471335;
йп;708;0.0007860727450370831;
йс;1309;0.0014533463605276014;
се;3953;0.00438890615979038;
ет;5931;0.0065850246480437;
ио;1864;0.0020695474530354843;
ок;2969;0.0032963982768574856;
ке;591;0.0006561708931029889;
еа;256;0.0002842296931207532;
их;1929;0.0021417151485544255;
хп;426;0.0004729759737087534;
ох;529;0.0005873340143003064;
хо;2231;0.002477017364657814;
еб;2220;0.0024648043700315316;
бы;3792;0.004210152329351157;
ыл;1966;0.0021827952213882844;
аж;1255;0.0013933916596349425;
еп;2910;0.003230892214771062;
ых;1493;0.0016576364524581427;
хм;166;0.0001843051916329884;
ма;2700;0.002997735044632944;
за;4844;0.005378158724519252;
ак;5634;0.006255273793134076;
аз;3573;0.003967002709064263;
пи;767;0.0008515788071235067;
ме;3969;0.004406670515610427;
оя;1017;0.0011291468668117423;
яв;1524;0.001692054891859484;
ви;2946;0.003270862015366168;
сь;2624;0.0029133543544877204;
ьк;1704;0.0018919038948350135;
вч;175;0.0001942976417817649;
рт;716;0.0007949549229471066;
ку;1613;0.001790869121108496;
ур;618;0.0006861482435493183;
рс;636;0.0007061331438468712;
ир;1525;0.001693165164098237;
иб;1502;0.0016676289026069193;
бе;1830;0.0020317981969178844;
сл;3194;0.0035462095305768973;
ые;1532;0.0017009370697695075;
бу;1344;0.0014922058888839544;
ус;1704;0.0018919038948350135;
сы;316;0.00035084602744592973;
ыа;49;5.440333969889417e-05;
дл;994;0.0011036106053204245;
ля;1576;0.001749789048274637;
яд;967;0.0010736332548740952;
ьн;2636;0.0029266776213527556;
пу;763;0.0008471377181684949;
ут;1676;0.0018608162721499312;
еш;984;0.0010925078829328951;
ше;2150;0.002387085313318826;
ий;1053;0.001169116667406848;
лу;1577;0.00175089932051339;
уж;1503;0.0016687391748456723;
зв;912;0.0010125682817426834;
вш;819;0.0009093129635386597;
ша;675;0.000749433761158236;
ая;1847;0.002050672824976684;
яс;1567;0.0017397965981258605;
ть;7274;0.008076120264688902;
ьж;75;8.327041790647067e-05;
ез;1767;0.001961851045876449;
хд;341;0.0003786028334147533;
гв;54;5.995470089265888e-05;
вс;3206;0.0035595327974419326;
сн;1267;0.0014067149264999777;
св;2055;0.002281609450637296;
вя;353;0.0003919261002797886;
яз;606;0.000672824976684283;
сс;996;0.0011058311497979304;
иф;325;0.00036083847759470623;
мь;192;0.0002131722698405649;
ье;919;0.001020340187413954;
ба;1464;0.0016254385575343074;
жа;1081;0.0012002042900919306;
ащ;257;0.00028533996535950616;
ьл;182;0.0002020695474530355;
тс;1984;0.0022027801216858373;
сп;1810;0.0020095927521428256;
тя;635;0.0007050228716081183;
як;846;0.0009392903139849891;
ьч;490;0.0005440333969889417;
кн;874;0.0009703779366700715;
ач;1500;0.0016654083581294132;
ча;2094;0.002324910067948661;
лл;790;0.0008771150686148244;
лю;1095;0.0012157481014344717;
юб;540;0.0005995470089265888;
вг;259;0.00028756050983701204;
гл;1172;0.0013012390638184482;
ды;508;0.0005640182972864947;
ьс;2426;0.0026935204512146377;
ру;2324;0.0025802726828618376;
аю;785;0.0008715637074210597;
ющ;382;0.00042412399520362393;
щи;763;0.0008471377181684949;
йм;598;0.0006639427987742595;
ум;1544;0.0017142603366345427;
рп;283;0.00031420704356708266;
пр;7204;0.007998401207976196;
ре;6740;0.007483234889194831;
ьп;828;0.0009193054136874361;
вл;1053;0.001169116667406848;
яб;468;0.0005196074077363769;
ие;3016;0.003348581072078874;
оо;2066;0.0022938224452635787;
ьв;1129;0.0012534973575520718;
вд;675;0.000749433761158236;
лж;433;0.000480747879380024;
жн;1325;0.0014711107163476484;
ях;315;0.0003497357552071768;
хи;532;0.0005906648310165652;
им;3777;0.004193498245769863;
рг;235;0.0002609139761069414;
ге;290;0.00032197894923835323;
нр;221;0.0002453701647644002;
иу;532;0.0005906648310165652;
уо;542;0.0006017675534040947;
нг;158;0.00017542301372296487;
гт;46;5.107252298263534e-05;
ду;1979;0.002197228760492073;
ун;1080;0.0011990940178531776;
лм;162;0.00017986410267797665;
мо;4480;0.0049740196296131816;
ощ;212;0.00023537771461562375;
щн;87;9.659368477150598e-05;
сб;253;0.0002808988764044944;
бл;1013;0.0011247057778567306;
мп;1188;0.0013190034196384954;
ое;2800;0.0031087622685082384;
аш;717;0.0007960651951858595;
шн;286;0.0003175378602833415;
ня;1228;0.0013634143091886132;
кл;795;0.000882666429808589;
мв;738;0.0008193809121996714;
вт;789;0.0008760047963760714;
тр;2832;0.0031442909801483324;
йт;598;0.0006639427987742595;
нт;1110;0.0012324021850157658;
тч;379;0.0004207931784873651;
сж;102;0.00011324776835280011;
бщ;328;0.00036416929431096505;
мр;240;0.00026646533730070616;
бр;1040;0.00115468312830306;
яи;704;0.0007816316560820713;
ап;1963;0.0021794644046720254;
нв;505;0.0005606874805702359;
нь;1107;0.001229071368299507;
ью;474;0.0005262690411688946;
юм;174;0.00019318736954301196;
йо;511;0.0005673491140027535;
ах;1024;0.0011369187724830129;
ый;1556;0.0017275836034995782;
йи;625;0.0006939201492205889;
мт;338;0.0003752720166984945;
ех;637;0.0007072434160856242;
хэ;85;9.437314029400009e-05;
йк;660;0.0007327796775769418;
чн;1113;0.0012357330017320246;
бн;437;0.00048518896833503575;
чо;55;6.106497313141182e-05;
лн;796;0.000883776702047342;
ср;416;0.00046187325132122394;
ын;694;0.0007705289336945419;
мж;99;0.00010991695163654128;
ищ;133;0.0001476662077541413;
мк;600;0.0006661633432517653;
яп;988;0.001096948971887907;
аг;1063;0.0011802193897943775;
га;1130;0.0012546076297908248;
вр;1063;0.0011802193897943775;
аи;1190;0.0013212239641160013;
иэ;313;0.0003475152107296709;
пл;688;0.0007638673002620242;
тд;423;0.00046964515699249456;
уш;551;0.0006117600035528711;
ши;1528;0.0016964959808144957;
дь;655;0.0007272283163831772;
ьб;447;0.0004962916907225651;
уг;1086;0.0012057556512856953;
иш;632;0.0007016920548918595;
шь;430;0.0004774170626637652;
бс;347;0.00038526446684727093;
иг;875;0.0009714882089088244;
лв;533;0.0005917751032553183;
вп;862;0.0009570546698050362;
ож;2702;0.00299995558911045;
мэ;210;0.00023315717013811787;
тк;771;0.0008560198960785184;
ры;1330;0.001476662077541413;
му;2680;0.0029755295998578853;
ув;1094;0.0012146378291957188;
зм;554;0.00061509082026913;
вб;226;0.00025092152595816497;
ту;1342;0.0014899853444064485;
нб;348;0.0003863747390860239;
лп;432;0.00047963760714127106;
жч;36;3.996980059510592e-05;
йв;634;0.0007039125993693653;
йх;53;5.884442865390594e-05;
ху;163;0.00018097437491672958;
ща;390;0.0004330061731136475;
дт;223;0.0002475907092419061;
ян;1765;0.001959630501398943;
ну;2185;0.002425944841675179;
мч;441;0.0004896300572900475;
вз;561;0.0006228627259404006;
зг;368;0.00040858018386108274;
иж;412;0.0004574321623662122;
дя;295;0.000327530310432118;
ящ;284;0.0003153173158058356;
ек;2269;0.0025192077097304258;
рх;132;0.00014655593551538836;
хн;300;0.00033308167162588267;
яя;156;0.000173202469245459;
гу;442;0.0004907403295288004;
уб;790;0.0008771150686148244;
яо;764;0.0008482479904072479;
ря;919;0.001020340187413954;
са;1193;0.00132455478083226;
ыб;393;0.0004363369898299063;
кж;169;0.00018763600834924724;
ао;1166;0.0012945774303859306;
дб;123;0.0001365634853666119;
кг;66;7.327796775769418e-05;
еч;1658;0.0018408313718523781;
тт;399;0.00044299862326242393;
ял;937;0.0010403250877115068;
аа;155;0.00017209219700670605;
ев;3060;0.003397433050584003;
ыр;335;0.00037194119998223567;
ьа;93;0.00010325531820402362;
кк;379;0.0004207931784873651;
еи;1136;0.0012612692632233424;
сю;148;0.00016432029133543546;
юр;356;0.0003952569169960474;
ук;1067;0.0011846604787493894;
кв;547;0.0006073189145978594;
хф;56;6.217524537016476e-05;
хк;281;0.0003119864990895768;
ьх;83;9.21525958164942e-05;
ош;779;0.000864902073988542;
иц;762;0.000846027445929742;
ци;895;0.0009936936536838832;
нд;525;0.0005828929253452946;
рж;592;0.0006572811653417418;
зу;410;0.0004552116178887063;
йч;479;0.0005318204023626594;
тл;1051;0.0011668961229293422;
нп;562;0.0006239729981791536;
ыд;366;0.00040635963938357686;
вф;117;0.00012990185193409424;
тщ;48;5.3293067460141226e-05;
зы;323;0.00035861793311720036;
ьр;187;0.00020762090864680018;
зк;194;0.00021539281431807078;
ул;1008;0.0011191544166629657;
яр;319;0.00035417684416218855;
оц;227;0.0002520317981969179;
иа;405;0.0004496602566949416;
юд;487;0.0005407025802726829;
ьм;882;0.000979260114580095;
ьз;470;0.0005218279522138828;
йр;234;0.00025980370386818847;
ац;433;0.000480747879380024;
еж;1054;0.001170226939645601;
жд;961;0.0010669716214415776;
ея;393;0.0004363369898299063;
яа;105;0.00011657858506905894;
тм;231;0.00025647288715192966;
сф;45;4.99622507438824e-05;
фе;87;9.659368477150598e-05;
ыщ;37;4.1080072833858864e-05;
рь;701;0.0007783008393658125;
уа;174;0.00019318736954301196;
лч;459;0.0005096149575876005;
ьш;650;0.0007216769551894125;
шо;206;0.0002287160811831061;
лб;272;0.0003019940489408003;
ыт;896;0.0009948039259226361;
яш;42;4.6631434027623576e-05;
шт;145;0.00016098947461917662;
кс;579;0.0006428476262379535;
оу;756;0.0008393658124972244;
ию;446;0.0004951814184838122;
юэ;40;4.4410889550117686e-05;
рю;76;8.43806901452236e-05;
рш;150;0.00016654083581294133;
вв;383;0.00042523426744237687;
хш;44;4.885197850512946e-05;
вэ;287;0.0003186481325220944;
ыо;373;0.00041413154505484743;
йн;879;0.0009759292978638362;
мд;461;0.0005118355020651064;
гн;221;0.0002453701647644002;
хв;413;0.0004585424346049651;
уч;1320;0.0014655593551538837;
ыг;219;0.00024314962028689434;
йд;606;0.000672824976684283;
бя;567;0.0006295243593729183;
вь;132;0.00014655593551538836;
хж;76;8.43806901452236e-05;
мс;1019;0.0011313674112892482;
ык;355;0.0003941466447572945;
йф;148;0.00016432029133543546;
йб;272;0.0003019940489408003;
яц;123;0.0001365634853666119;
це;875;0.0009714882089088244;
оа;152;0.0001687613802904472;
оф;218;0.0002420393480481414;
ьц;105;0.00011657858506905894;
цы;109;0.0001210196740240707;
ьт;556;0.0006173113647466358;
пн;217;0.00024092907580938847;
мш;43;4.7741706266376514e-05;
ып;636;0.0007061331438468712;
ха;635;0.0007050228716081183;
уи;536;0.0005951059199715771;
мл;229;0.0002542523426744238;
хб;187;0.00020762090864680018;
юк;210;0.00023315717013811787;
юе;67;7.438823999644713e-05;
бх;110;0.00012212994626282364;
мф;83;9.21525958164942e-05;
гб;74;8.216014566771773e-05;
сд;498;0.0005529155748989652;
нщ;96;0.00010658613492028245;
ги;862;0.0009570546698050362;
вм;272;0.0003019940489408003;
сг;93;0.00010325531820402362;
яу;300;0.00033308167162588267;
шл;421;0.0004674246125149887;
вж;47;5.218279522138829e-05;
ют;493;0.0005473642137052005;
ьо;788;0.0008748945241373185;
уе;403;0.00044743971221743574;
хт;132;0.00014655593551538836;
нц;262;0.00029089132655327085;
лы;507;0.0005629080250477418;
ыш;367;0.0004074699116223298;
зр;386;0.0004285650841586357;
кп;360;0.0003996980059510592;
йш;201;0.00022316471998934137;
шк;324;0.0003597282053559533;
см;858;0.0009526135808500244;
хх;31;3.441843940134121e-05;
эк;64;7.10574232801883e-05;
уэ;435;0.00048296842385752987;
йл;751;0.0008338144513034597;
цо;258;0.0002864502375982591;
пы;280;0.00031087622685082385;
хр;177;0.00019651818625927077;
пп;29;3.2197894923835324e-05;
ья;389;0.00043189590087489455;
жо;182;0.0002020695474530355;
яэ;219;0.00024314962028689434;
эд;73;8.104987342896478e-05;
сэ;220;0.0002442598925256473;
чь;216;0.00023981880357063553;
ьи;781;0.0008671226184660479;
лр;103;0.00011435804059155305;
оэ;421;0.0004674246125149887;
зя;229;0.0002542523426744238;
ыж;61;6.772660656392948e-05;
тц;176;0.00019540791402051784;
цу;137;0.00015210729670915308;
сз;55;6.106497313141182e-05;
эр;310;0.0003441843940134121;
дк;292;0.0003241994937158591;
хг;108;0.00011990940178531776;
лт;258;0.0002864502375982591;
зэ;35;3.885952835635298e-05;
эл;132;0.00014655593551538836;
бъ;157;0.00017431274148421193;
ъя;164;0.00018208464715548252;
дц;318;0.0003530665719234356;
юж;93;0.00010325531820402362;
ую;972;0.0010791846160678599;
хз;121;0.00013434294088910602;
ыч;255;0.0002831194208820003;
ца;683;0.0007583159390682595;
рл;83;9.21525958164942e-05;
чк;195;0.00021650308655682374;
ьд;682;0.0007572056668295066;
чу;457;0.0005073944131100946;
юн;219;0.00024314962028689434;
кз;108;0.00011990940178531776;
лз;144;0.00015987920238042368;
ыу;143;0.00015876893014167074;
рм;297;0.00032975085490962385;
тб;255;0.0002831194208820003;
кб;211;0.0002342674423768708;
йэ;95;0.00010547586268152951;
йж;182;0.0002020695474530355;
сх;199;0.0002209441755118355;
ьу;255;0.0002831194208820003;
зч;26;2.8867078207576496e-05;
нч;266;0.0002953324155082826;
жр;9;9.99245014877648e-06;
лг;249;0.0002764577874494826;
юс;391;0.0004341164453524004;
уй;90;9.99245014877648e-05;
йе;158;0.00017542301372296487;
рз;83;9.21525958164942e-05;
ец;406;0.00045077052893369456;
цп;49;5.440333969889417e-05;
ою;267;0.0002964426877470356;
лш;18;1.998490029755296e-05;
лэ;105;0.00011657858506905894;
мб;368;0.00040858018386108274;
кч;127;0.00014100457432162367;
юч;315;0.0003497357552071768;
дх;58;6.439578984767065e-05;
кд;188;0.00020873118088555315;
хч;80;8.882177910023537e-05;
шу;203;0.00022538526446684728;
йц;60;6.661633432517654e-05;
нз;204;0.00022649553670560022;
аэ;390;0.0004330061731136475;
зш;11;1.2212994626282365e-05;
кц;236;0.00026202424834569435;
юг;67;7.438823999644713e-05;
зз;80;8.882177910023537e-05;
тз;149;0.0001654305635741884;
зб;224;0.00024870098148065903;
хл;207;0.00022982635342185903;
цт;19;2.10951725363059e-05;
яж;392;0.00043522671759115337;
юш;40;4.4410889550117686e-05;
ею;197;0.00021872363103432962;
юв;215;0.0002387085313318826;
зф;24;2.6646533730070613e-05;
ню;110;0.00012212994626282364;
ьг;318;0.0003530665719234356;
яе;439;0.0004874095128125416;
цк;29;3.2197894923835324e-05;
йу;258;0.0002864502375982591;
йа;106;0.00011768885730781187;
сш;91;0.00010103477372651775;
фу;59;6.550606208642359e-05;
км;186;0.00020651063640804725;
цр;8;8.882177910023538e-06;
зи;449;0.000498512235200071;
нм;146;0.00016209974685792955;
дч;88;9.770395701025892e-05;
жб;32;3.552871164009415e-05;
ыз;196;0.00021761335879557668;
пк;79;8.771150686148243e-05;
мю;11;1.2212994626282365e-05;
бб;17;1.8874628058800018e-05;
бм;46;5.107252298263534e-05;
еэ;366;0.00040635963938357686;
цд;20;2.2205444775058843e-05;
юи;168;0.0001865257361104943;
кш;30;3.330816716258827e-05;
мз;189;0.0002098414531243061;
уя;138;0.00015321756894790602;
гк;140;0.00015543811342541192;
сц;59;6.550606208642359e-05;
жк;99;0.00010991695163654128;
уф;55;6.106497313141182e-05;
хю;2;2.2205444775058845e-06;
гп;62;6.883687880268242e-05;
гз;15;1.6654083581294135e-05;
цф;7;7.771905671270595e-06;
цм;14;1.554381134254119e-05;
зп;139;0.00015432784118665896;
хе;143;0.00015876893014167074;
юл;43;4.7741706266376514e-05;
юп;232;0.0002575831593906826;
тэ;129;0.00014322511879912955;
ыэ;79;8.771150686148243e-05;
вц;53;5.884442865390594e-05;
пю;2;2.2205444775058845e-06;
чд;189;0.0002098414531243061;
дз;121;0.00013434294088910602;
жу;194;0.00021539281431807078;
дп;384;0.0004263445396811298;
юх;20;2.2205444775058843e-05;
бэ;121;0.00013434294088910602;
юо;219;0.00024314962028689434;
цн;42;4.6631434027623576e-05;
чп;8;8.882177910023538e-06;
мх;55;6.106497313141182e-05;
эв;57;6.328551760891771e-05;
дю;22;2.442598925256473e-05;
юй;45;4.99622507438824e-05;
рч;114;0.00012657103521783542;
цв;90;9.99245014877648e-05;
тъ;16;1.7764355820047076e-05;
ъе;74;8.216014566771773e-05;
хя;39;4.330061731136475e-05;
зс;147;0.00016321001909668252;
дъ;34;3.7749256117600036e-05;
ъю;11;1.2212994626282365e-05;
вю;5;5.551361193764711e-06;
жэ;8;8.882177910023538e-06;
жз;8;8.882177910023538e-06;
нэ;54;5.995470089265888e-05;
уу;139;0.00015432784118665896;
ьщ;13;1.4433539103788248e-05;
нш;6;6.661633432517653e-06;
юю;30;3.330816716258827e-05;
юа;33;3.663898387884709e-05;
ыф;28;3.108762268508238e-05;
бк;77;8.549096238397656e-05;
дш;59;6.550606208642359e-05;
гм;25;2.7756805968823554e-05;
зж;48;5.3293067460141226e-05;
кя;54;5.995470089265888e-05;
кэ;192;0.0002131722698405649;
зх;5;5.551361193764711e-06;
ыя;73;8.104987342896478e-05;
жп;24;2.6646533730070613e-05;
тю;274;0.00030421459341830616;
нх;337;0.00037416174445974154;
дм;88;9.770395701025892e-05;
чш;131;0.00014544566327663543;
дд;152;0.0001687613802904472;
пт;55;6.106497313141182e-05;
фл;20;2.2205444775058843e-05;
рр;72;7.993960119021184e-05;
шч;2;2.2205444775058845e-06;
тж;75;8.327041790647067e-05;
тш;29;3.2197894923835324e-05;
зь;106;0.00011768885730781187;
чр;39;4.330061731136475e-05;
нж;36;3.996980059510592e-05;
лц;10;1.1102722387529421e-05;
зъ;18;1.998490029755296e-05;
йщ;17;1.8874628058800018e-05;
гю;1;1.1102722387529423e-06;
цс;32;3.552871164009415e-05;
гс;85;9.437314029400009e-05;
щу;88;9.770395701025892e-05;
юз;70;7.771905671270596e-05;
гя;4;4.441088955011769e-06;
кф;34;3.7749256117600036e-05;
рб;154;0.00017098192476795311;
цб;18;1.998490029755296e-05;
юу;47;5.218279522138829e-05;
яю;92;0.00010214504596527068;
жл;11;1.2212994626282365e-05;
юф;32;3.552871164009415e-05;
бь;31;3.441843940134121e-05;
пч;6;6.661633432517653e-06;
кх;39;4.330061731136475e-05;
вх;55;6.106497313141182e-05;
эм;72;7.993960119021184e-05;
зц;14;1.554381134254119e-05;
зл;258;0.0002864502375982591;
эф;14;1.554381134254119e-05;
фф;14;1.554381134254119e-05;
вщ;6;6.661633432517653e-06;
бд;39;4.330061731136475e-05;
рщ;9;9.99245014877648e-06;
бф;1;1.1102722387529423e-06;
цл;1;1.1102722387529423e-06;
цэ;9;9.99245014877648e-06;
йю;12;1.3323266865035306e-05;
яй;36;3.996980059510592e-05;
тг;71;7.88293289514589e-05;
цз;9;9.99245014877648e-06;
лх;20;2.2205444775058843e-05;
шс;5;5.551361193764711e-06;
жя;4;4.441088955011769e-06;
тх;23;2.553626149131767e-05;
ьэ;232;0.0002575831593906826;
гч;59;6.550606208642359e-05;
цг;6;6.661633432517653e-06;
гф;7;7.771905671270595e-06;
дф;14;1.554381134254119e-05;
чз;3;3.3308167162588266e-06;
жс;48;5.3293067460141226e-05;
жт;32;3.552871164009415e-05;
бв;155;0.00017209219700670605;
йя;53;5.884442865390594e-05;
шв;7;7.771905671270595e-06;
пь;17;1.8874628058800018e-05;
юя;29;3.2197894923835324e-05;
пс;119;0.0001321223964116001;
пэ;1;1.1102722387529423e-06;
фн;5;5.551361193764711e-06;
нф;23;2.553626149131767e-05;
рц;21;2.3315717013811788e-05;
бп;6;6.661633432517653e-06;
жь;23;2.553626149131767e-05;
эг;9;9.99245014877648e-06;
мц;14;1.554381134254119e-05;
бз;10;1.1102722387529421e-05;
нъ;10;1.1102722387529421e-05;
фд;4;4.441088955011769e-06;
хц;16;1.7764355820047076e-05;
нл;49;5.440333969889417e-05;
пв;7;7.771905671270595e-06;
дг;34;3.7749256117600036e-05;
эп;13;1.4433539103788248e-05;
гг;11;1.2212994626282365e-05;
чв;18;1.998490029755296e-05;
жв;26;2.8867078207576496e-05;
жм;4;4.441088955011769e-06;
гэ;9;9.99245014877648e-06;
ыц;7;7.771905671270595e-06;
съ;12;1.3323266865035306e-05;
бж;13;1.4433539103788248e-05;
жж;4;4.441088955011769e-06;
чл;59;6.550606208642359e-05;
фз;4;4.441088955011769e-06;
уц;13;1.4433539103788248e-05;
чс;6;6.661633432517653e-06;
эй;653;0.0007250077719056713;
зю;1;1.1102722387529423e-06;
шм;19;2.10951725363059e-05;
фв;4;4.441088955011769e-06;
бч;4;4.441088955011769e-06;
жг;7;7.771905671270595e-06;
фч;5;5.551361193764711e-06;
бш;14;1.554381134254119e-05;
щь;42;4.6631434027623576e-05;
ыю;1;1.1102722387529423e-06;
зщ;1;1.1102722387529423e-06;
бю;14;1.554381134254119e-05;
фт;18;1.998490029755296e-05;
юц;14;1.554381134254119e-05;
пш;7;7.771905671270595e-06;
шю;2;2.2205444775058845e-06;
эб;4;4.441088955011769e-06;
фк;2;2.2205444775058845e-06;
шд;8;8.882177910023538e-06;
эс;11;1.2212994626282365e-05;
щр;6;6.661633432517653e-06;
фы;9;9.99245014877648e-06;
цш;3;3.3308167162588266e-06;
шр;2;2.2205444775058845e-06;
пд;3;3.3308167162588266e-06;
чм;3;3.3308167162588266e-06;
эз;1;1.1102722387529423e-06;
шц;2;2.2205444775058845e-06;
кю;21;2.3315717013811788e-05;
цч;6;6.661633432517653e-06;
фп;6;6.661633432517653e-06;
ця;9;9.99245014877648e-06;
хщ;2;2.2205444775058845e-06;
чч;3;3.3308167162588266e-06;
цщ;1;1.1102722387529423e-06;
пм;2;2.2205444775058845e-06;
чб;3;3.3308167162588266e-06;
цх;5;5.551361193764711e-06;
мщ;8;8.882177910023538e-06;
бт;9;9.99245014877648e-06;
шп;4;4.441088955011769e-06;
чя;2;2.2205444775058845e-06;
фс;6;6.661633432517653e-06;
гш;3;3.3308167162588266e-06;
лщ;3;3.3308167162588266e-06;
цж;1;1.1102722387529423e-06;
фь;1;1.1102722387529423e-06;
чэ;1;1.1102722387529423e-06;
гь;3;3.3308167162588266e-06;
пц;3;3.3308167162588266e-06;
цц;2;2.2205444775058845e-06;
пщ;2;2.2205444775058845e-06;
шг;2;2.2205444775058845e-06;
хъ;2;2.2205444775058845e-06;
фм;1;1.1102722387529423e-06;
гц;1;1.1102722387529423e-06;
фя;2;2.2205444775058845e-06;
бг;1;1.1102722387529423e-06;
чг;1;1.1102722387529423e-06;
гх;1;1.1102722387529423e-06;
фэ;1;1.1102722387529423e-06;
