Біграмма;Частота;Вірогідність;
мп;156;0.0002923823161177626;
лы;227;0.00042545375486366735;
аг;412;0.0007721891938494756;
бя;285;0.0005341600005997586;
ча;1022;0.001915479019694573;
ср;177;0.00033174147405669216;
шк;157;0.0002942565617339021;
ха;275;0.0005154175444383635;
см;358;0.0006709799305779423;
кн;166;0.00031112477227915764;
ыт;337;0.0006316207726390128;
оу;104;0.0001949215440785084;
рп;54;0.00010120926327153321;
аю;393;0.000736578527142825;
пп;15;2.8113684242092558e-05;
жо;73;0.00013681992997818378;
зв;425;0.0007965543868592892;
дж;311;0.0005828903866193857;
эд;37;6.934708779716164e-05;
ык;57;0.00010683200011995172;
рш;60;0.00011245473696837023;
ьи;28;5.247887725190611e-05;
ыш;194;0.00036360364953106375;
ту;588;0.0011020564222900282;
зя;105;0.0001967957896946479;
му;1229;0.0023034478622354503;
б ;124;0.00023240645640129848;
ыб;106;0.0001986700353107874;
тц;76;0.0001424426668266023;
йн;175;0.00032799298282441315;
ья;139;0.000260520140643391;
ум;656;0.0012295051241875145;
эр;152;0.0002848853336532046;
эл;68;0.00012744870189748626;
чь;125;0.00023428070201743798;
бъ;82;0.00015368814052343932;
яс;237;0.0004441962110250624;
иу;7;1.3119719312976527e-05;
цу;67;0.00012557445628134676;
це;425;0.0007965543868592892;
ца;348;0.0006522374744165473;
дн;815;0.0015275101771536957;
чк;96;0.00017992757914939237;
ьт;48;8.996378957469619e-05;
ув;271;0.0005079205619738055;
ищ;66;0.00012370021066520725;
юн;36;6.747284218102214e-05;
ды;246;0.00046106442157031795;
цы;51;9.55865264231147e-05;
аи;104;0.0001949215440785084;
сх;85;0.00015931087737185783;
тк;263;0.0004929265970446895;
вт;97;0.00018180182476553187;
жр;4;7.4969824645580154e-06;
зе;147;0.00027551410557250704;
тл;469;0.0008790211939694273;
юд;184;0.0003448611933696687;
ае;573;0.0010739427380479357;
ец;191;0.0003579809126826452;
ою;134;0.0002511489125626935;
вд;163;0.0003055020354307391;
йш;74;0.00013869417559432329;
хв;46;8.621529834241718e-05;
пы;135;0.000253023158178833;
мс;61;0.00011432898258450974;
ыч;84;0.00015743663175571832;
дя;130;0.0002436519300981355;
еи;51;9.55865264231147e-05;
шу;91;0.00017055635106869485;
ц ;192;0.00035985515829878474;
ъя;77;0.0001443169124427418;
зз;26;4.87303860196271e-05;
зб;100;0.00018742456161395039;
ьм;266;0.000498549333893108;
сд;181;0.00033923845652125017;
нч;64;0.00011995171943292825;
зы;166;0.00031112477227915764;
ую;472;0.0008846439308178458;
бл;504;0.00094461979053431;
иш;274;0.000513543298822224;
ги;436;0.0008171710886368237;
шл;218;0.00040858554431841184;
ьб;62;0.00011620322820064924;
цо;132;0.0002474004213304145;
мр;28;5.247887725190611e-05;
вь;60;0.00011245473696837023;
уа;37;6.934708779716164e-05;
сш;42;7.871831587785916e-05;
фу;31;5.810161410032462e-05;
вч;17;3.1862175474371566e-05;
оэ;12;2.2490947393674046e-05;
юм;21;3.935915793892958e-05;
жб;7;1.3119719312976527e-05;
пк;43;8.059256149399867e-05;
 ю;51;9.55865264231147e-05;
бб;6;1.1245473696837023e-05;
ют;191;0.0003579809126826452;
зр;163;0.0003055020354307391;
дц;170;0.00031862175474371566;
кц;129;0.000241777684481996;
уя;29;5.435312286804561e-05;
бм;18;3.373642109051107e-05;
як;82;0.00015368814052343932;
тт;29;5.435312286804561e-05;
тп;56;0.00010495775450381222;
жк;33;6.185010533260363e-05;
гн;95;0.00017805333353325287;
ух;139;0.000260520140643391;
пя;183;0.0003429869477535292;
дк;110;0.00020616701777534542;
рг;103;0.0001930472984623689;
мб;23;4.310764917120859e-05;
зи;219;0.0004104597899345513;
юр;142;0.00026614287749180955;
ыз;36;6.747284218102214e-05;
тд;57;0.00010683200011995172;
пю;1;1.8742456161395039e-06;
иж;111;0.00020804126339148493;
мм;84;0.00015743663175571832;
яц;58;0.00010870624573609122;
ац;200;0.00037484912322790077;
ьв;25;4.6856140403487597e-05;
ыр;119;0.00022303522832060096;
ех;243;0.0004554416847218994;
жу;93;0.00017430484230097386;
лг;81;0.0001518138949072998;
юч;94;0.00017617908791711336;
юх;7;1.3119719312976527e-05;
сц;20;3.748491232279008e-05;
ео;136;0.0002548974037949725;
ж ;161;0.0003017535441984601;
эв;30;5.6227368484185116e-05;
дю;11;2.0616701777534542e-05;
йм;107;0.0002005442809269269;
рч;34;6.372435094874313e-05;
ыж;19;3.561066670665057e-05;
цв;25;4.6856140403487597e-05;
тъ;8;1.4993964929116031e-05;
дэ;32;5.9975859716464124e-05;
чо;29;5.435312286804561e-05;
уэ;158;0.0002961308073500416;
ъю;5;9.37122808069752e-06;
хр;39;7.309557902944065e-05;
юж;19;3.561066670665057e-05;
ун;96;0.00017992757914939237;
бх;47;8.808954395855668e-05;
нэ;1;1.8742456161395039e-06;
иа;117;0.00021928673708832195;
дз;25;4.6856140403487597e-05;
ню;53;9.93350176553937e-05;
рм;113;0.00021178975462376394;
рз;17;3.1862175474371566e-05;
еф;20;3.748491232279008e-05;
чу;225;0.00042170526363138834;
зж;22;4.1233403555069085e-05;
хи;112;0.00020991550900762443;
юш;9;1.6868210545255535e-05;
дм;13;2.436519300981355e-05;
чш;58;0.00010870624573609122;
шо;102;0.0001911730528462294;
хл;45;8.434105272627767e-05;
пт;28;5.247887725190611e-05;
оф;37;6.934708779716164e-05;
фе;47;8.808954395855668e-05;
ьд;83;0.00015556238613957882;
рр;23;4.310764917120859e-05;
шч;1;1.8742456161395039e-06;
щн;41;7.684407026171966e-05;
хм;10;1.874245616139504e-05;
оц;92;0.00017243059668483436;
чр;19;3.561066670665057e-05;
йд;113;0.00021178975462376394;
лц;1;1.8742456161395039e-06;
дб;13;2.436519300981355e-05;
ъе;42;7.871831587785916e-05;
ьг;83;0.00015556238613957882;
йщ;7;1.3119719312976527e-05;
гк;49;9.183803519083569e-05;
йк;59;0.00011058049135223073;
сб;34;6.372435094874313e-05;
зь;50;9.371228080697519e-05;
лр;9;1.6868210545255535e-05;
яя;35;6.559859656488264e-05;
лч;48;8.996378957469619e-05;
сг;7;1.3119719312976527e-05;
йт;191;0.0003579809126826452;
зт;5;9.37122808069752e-06;
ш ;20;3.748491232279008e-05;
юс;77;0.0001443169124427418;
ею;83;0.00015556238613957882;
яп;14;2.6239438625953054e-05;
рл;34;6.372435094874313e-05;
дх;22;4.1233403555069085e-05;
эм;34;6.372435094874313e-05;
щу;46;8.621529834241718e-05;
тэ;8;1.4993964929116031e-05;
фф;4;7.4969824645580154e-06;
вщ;3;5.622736848418512e-06;
кг;2;3.7484912322790077e-06;
хт;2;3.7484912322790077e-06;
вц;6;1.1245473696837023e-05;
ыя;14;2.6239438625953054e-05;
дп;84;0.00015743663175571832;
ьо;13;2.436519300981355e-05;
гм;6;1.1245473696837023e-05;
рщ;4;7.4969824645580154e-06;
вм;48;8.996378957469619e-05;
яй;19;3.561066670665057e-05;
яж;144;0.00026989136872408856;
лз;2;3.7484912322790077e-06;
хг;12;2.2490947393674046e-05;
сэ;58;0.00010870624573609122;
лт;51;9.55865264231147e-05;
яе;79;0.0001480654036750208;
хе;41;7.684407026171966e-05;
кж;42;7.871831587785916e-05;
тг;4;7.4969824645580154e-06;
гч;23;4.310764917120859e-05;
зч;2;3.7484912322790077e-06;
кш;6;1.1245473696837023e-05;
йч;116;0.00021741249147218245;
жч;19;3.561066670665057e-05;
зп;9;1.6868210545255535e-05;
рб;25;4.6856140403487597e-05;
зл;125;0.00023428070201743798;
яю;48;8.996378957469619e-05;
тю;131;0.000245526175714275;
эф;11;2.0616701777534542e-05;
уй;40;7.496982464558015e-05;
яб;11;2.0616701777534542e-05;
тф;2;3.7484912322790077e-06;
яи;9;1.6868210545255535e-05;
бк;26;4.87303860196271e-05;
хн;31;5.810161410032462e-05;
дъ;11;2.0616701777534542e-05;
п ;18;3.373642109051107e-05;
юй;20;3.748491232279008e-05;
вх;10;1.874245616139504e-05;
яш;1;1.8742456161395039e-06;
вэ;2;3.7484912322790077e-06;
рц;9;1.6868210545255535e-05;
уф;6;1.1245473696837023e-05;
нщ;42;7.871831587785916e-05;
жь;13;2.436519300981355e-05;
фн;1;1.8742456161395039e-06;
лб;14;2.6239438625953054e-05;
тм;15;2.8113684242092558e-05;
йв;14;2.6239438625953054e-05;
йр;3;5.622736848418512e-06;
уи;43;8.059256149399867e-05;
ф ;25;4.6856140403487597e-05;
пс;63;0.00011807747381678874;
лп;11;2.0616701777534542e-05;
фа;65;0.00012182596504906775;
иф;72;0.00013494568436204428;
дч;27;5.0604631635766604e-05;
гг;2;3.7484912322790077e-06;
яг;48;8.996378957469619e-05;
эк;28;5.247887725190611e-05;
лм;7;1.3119719312976527e-05;
бь;17;3.1862175474371566e-05;
дд;55;0.00010308350888767271;
еа;43;8.059256149399867e-05;
мк;15;2.8113684242092558e-05;
йф;7;1.3119719312976527e-05;
съ;7;1.3119719312976527e-05;
 щ;22;4.1233403555069085e-05;
лв;11;2.0616701777534542e-05;
нз;10;1.874245616139504e-05;
дш;25;4.6856140403487597e-05;
йл;314;0.0005885131234678042;
ьп;6;1.1245473696837023e-05;
жж;3;5.622736848418512e-06;
км;3;5.622736848418512e-06;
мэ;36;6.747284218102214e-05;
чл;29;5.435312286804561e-05;
ип;68;0.00012744870189748626;
фл;10;1.874245616139504e-05;
сж;10;1.874245616139504e-05;
эп;6;1.1245473696837023e-05;
вг;4;7.4969824645580154e-06;
юл;12;2.2490947393674046e-05;
бв;75;0.0001405684212104628;
цк;4;7.4969824645580154e-06;
зц;2;3.7484912322790077e-06;
кд;3;5.622736848418512e-06;
эй;326;0.0006110040708614782;
вв;18;3.373642109051107e-05;
жт;2;3.7484912322790077e-06;
юг;5;9.37122808069752e-06;
юз;8;1.4993964929116031e-05;
бш;7;1.3119719312976527e-05;
мт;17;3.1862175474371566e-05;
уц;3;5.622736848418512e-06;
мг;15;2.8113684242092558e-05;
нх;141;0.00026426863187567;
бю;8;1.4993964929116031e-05;
ыц;3;5.622736848418512e-06;
ьщ;4;7.4969824645580154e-06;
фт;9;1.6868210545255535e-05;
шю;2;3.7484912322790077e-06;
мв;3;5.622736848418512e-06;
бз;3;5.622736848418512e-06;
цт;1;1.8742456161395039e-06;
нф;5;9.37122808069752e-06;
эб;4;7.4969824645580154e-06;
пш;3;5.622736848418512e-06;
эс;6;1.1245473696837023e-05;
фч;2;3.7484912322790077e-06;
ыи;6;1.1245473696837023e-05;
бд;21;3.935915793892958e-05;
дг;4;7.4969824645580154e-06;
фы;4;7.4969824645580154e-06;
шр;1;1.8742456161395039e-06;
вб;2;3.7484912322790077e-06;
лф;3;5.622736848418512e-06;
тш;2;3.7484912322790077e-06;
кэ;26;4.87303860196271e-05;
ыу;2;3.7484912322790077e-06;
пь;9;1.6868210545255535e-05;
зъ;10;1.874245616139504e-05;
эз;1;1.8742456161395039e-06;
бж;5;9.37122808069752e-06;
жл;4;7.4969824645580154e-06;
эг;4;7.4969824645580154e-06;
юц;2;3.7484912322790077e-06;
щь;22;4.1233403555069085e-05;
зш;1;1.8742456161395039e-06;
нж;5;9.37122808069752e-06;
тз;7;1.3119719312976527e-05;
мх;1;1.8742456161395039e-06;
гв;2;3.7484912322790077e-06;
пч;1;1.8742456161395039e-06;
йе;18;3.373642109051107e-05;
юк;2;3.7484912322790077e-06;
йб;1;1.8742456161395039e-06;
оа;2;3.7484912322790077e-06;
жс;1;1.8742456161395039e-06;
гс;17;3.1862175474371566e-05;
тб;8;1.4993964929116031e-05;
нъ;6;1.1245473696837023e-05;
аа;3;5.622736848418512e-06;
мц;2;3.7484912322790077e-06;
фс;2;3.7484912322790077e-06;
кз;2;3.7484912322790077e-06;
бт;2;3.7484912322790077e-06;
шм;7;1.3119719312976527e-05;
зс;2;3.7484912322790077e-06;
мф;5;9.37122808069752e-06;
йц;4;7.4969824645580154e-06;
гь;1;1.8742456161395039e-06;
шп;1;1.8742456161395039e-06;
юа;1;1.8742456161395039e-06;
нм;1;1.8742456161395039e-06;
бэ;1;1.8742456161395039e-06;
кх;3;5.622736848418512e-06;
щр;3;5.622736848418512e-06;
юю;8;1.4993964929116031e-05;
мд;1;1.8742456161395039e-06;
йэ;1;1.8742456161395039e-06;
бч;2;3.7484912322790077e-06;
хъ;1;1.8742456161395039e-06;
гш;1;1.8742456161395039e-06;
мз;1;1.8742456161395039e-06;
чв;2;3.7484912322790077e-06;
мщ;4;7.4969824645580154e-06;
пщ;1;1.8742456161395039e-06;
 й;3;5.622736848418512e-06;
кю;7;1.3119719312976527e-05;
фя;1;1.8742456161395039e-06;
тх;2;3.7484912322790077e-06;
юф;1;1.8742456161395039e-06;
бг;1;1.8742456161395039e-06;
йп;1;1.8742456161395039e-06;
йи;1;1.8742456161395039e-06;
нп;2;3.7484912322790077e-06;
фэ;1;1.8742456161395039e-06;
